Date,Open,High,Low,Close,Adj Close,Volume
9/1/17,41.200001,41.235001,40.907501,41.012501,39.325558,66364400
9/5/17,40.9375,41.0625,40.139999,40.52,38.853317,117874000
9/6/17,40.677502,40.747501,40.130001,40.477501,38.812557,86606800
9/7/17,40.522499,40.560001,40.09,40.314999,38.656754,87714000
9/8/17,40.215,40.287498,39.6325,39.657501,38.026302,114446000
9/11/17,40.125,40.512501,39.9725,40.375,38.714279,126323200
9/12/17,40.6525,40.990002,39.692501,40.215,38.560867,286856000
9/13/17,39.967499,39.990002,39.477501,39.912498,38.270802,179629600
9/14/17,39.747501,39.849998,39.522499,39.57,37.94239,95042800
9/15/17,39.6175,40.2425,39.5,39.970001,38.325935,196458400
9/18/17,40.0275,40.125,39.5,39.6675,38.035885,113077600
9/19/17,39.877499,39.942501,39.610001,39.682499,38.050262,83242400
9/20/17,39.474998,39.564999,38.4575,39.017502,37.412628,211805600
9/21/17,38.950001,38.950001,38.1875,38.3475,36.770168,150046800
9/22/17,37.884998,38.067501,37.639999,37.9725,36.410603,186581600
9/25/17,37.497501,37.9575,37.290001,37.637501,36.089378,177549200
9/26/17,37.945,38.48,37.922501,38.285,36.710247,146640000
9/27/17,38.450001,38.68,38.384998,38.557499,36.971531,102016800
9/28/17,38.4725,38.57,38.174999,38.32,36.743805,88022000
9/29/17,38.302502,38.532501,38,38.529999,36.945168,105199200
10/2/17,38.564999,38.612499,38.18,38.452499,36.870865,74795200
10/3/17,38.502499,38.772499,38.477501,38.619999,37.031464,64921200
10/4/17,38.407501,38.465,38.115002,38.369999,36.791752,80655200
10/5/17,38.544998,38.860001,38.512501,38.8475,37.249611,85135200
10/6/17,38.7425,38.872501,38.639999,38.825001,37.228035,69630400
10/9/17,38.952499,39.182499,38.872501,38.959999,37.357483,65051600
10/10/17,39.014999,39.5,38.775002,38.974998,37.371864,62468000
10/11/17,38.9925,39.244999,38.9375,39.137501,37.527683,67622400
10/12/17,39.087502,39.342499,38.932499,39,37.39584,64500400
10/13/17,39.182499,39.32,39.102501,39.247501,37.63316,65576800
10/16/17,39.474998,40,39.412498,39.970001,38.325935,96486000
10/17/17,39.945,40.217499,39.807499,40.1175,38.467373,75989200
10/18/17,40.105,40.177502,39.900002,39.939999,38.29718,65496800
10/19/17,39.1875,39.27,38.755001,38.994999,37.391045,170336800
10/20/17,39.1525,39.4375,38.990002,39.0625,37.455776,95896400
10/23/17,39.2225,39.422501,38.875,39.0425,37.436596,87937200
10/24/17,39.072498,39.355,39.049999,39.275002,37.659531,71028800
10/25/17,39.227501,39.387501,38.817501,39.102501,37.494122,84828400
10/26/17,39.307499,39.4575,39.195,39.352501,37.733841,68002000
10/27/17,39.822498,40.900002,39.674999,40.762501,39.085838,177816800
10/30/17,40.9725,42.017502,40.93,41.68,39.965603,178803200
10/31/17,41.974998,42.412498,41.735001,42.259998,40.521748,144187200
11/1/17,42.467499,42.485001,41.4025,41.7225,40.006359,134551200
11/2/17,41.650002,42.125,41.32,42.0275,40.298813,165573600
11/3/17,43.5,43.564999,42.779999,43.125,41.35117,237594400
11/6/17,43.092499,43.747501,42.93,43.5625,41.770676,140105200
11/7/17,43.477501,43.8125,43.400002,43.702499,41.904911,97446000
11/8/17,43.665001,44.060001,43.5825,44.060001,42.247711,97638000
11/9/17,43.7775,44.025002,43.285,43.970001,42.161411,117930400
11/10/17,43.7775,43.845001,43.567501,43.6675,42.021866,100582000
11/13/17,43.375,43.625,43.349998,43.4925,41.85347,67928400
11/14/17,43.259998,43.369999,42.794998,42.834999,41.220745,99130000
11/15/17,42.4925,42.580002,42.095001,42.27,40.67704,116632400
11/16/17,42.794998,42.967499,42.575001,42.775002,41.163006,94550000
11/17/17,42.759998,42.8475,42.41,42.537498,40.934456,87598000
11/20/17,42.572498,42.639999,42.389999,42.494999,40.893555,65049600
11/21/17,42.695,43.424999,42.695,43.285,41.65379,100525200
11/22/17,43.34,43.75,43.262501,43.740002,42.091644,102355600
11/24/17,43.775002,43.875,43.662498,43.7425,42.094051,56106800
11/27/17,43.762501,43.77,43.334999,43.522499,41.882336,82867200
11/28/17,43.575001,43.717499,42.965,43.267502,41.636951,105715200
11/29/17,43.157501,43.23,41.790001,42.369999,40.773273,166665600
11/30/17,42.607498,43.035,42.110001,42.962502,41.343441,166108800
12/1/17,42.487499,42.9175,42.125,42.762501,41.150986,159037200
12/4/17,43.119999,43.154999,42.407501,42.450001,40.850254,130169600
12/5/17,42.264999,42.880001,42.099998,42.41,40.811764,109400800
12/6/17,41.875,42.549999,41.615002,42.252499,40.660198,114240000
12/7/17,42.2575,42.610001,42.227501,42.330002,40.734783,102693200
12/8/17,42.622501,42.75,42.205002,42.342499,40.746807,93420800
12/11/17,42.299999,43.2225,42.197498,43.1675,41.540718,141095200
12/12/17,43.037498,43.0975,42.865002,42.924999,41.30735,77636800
12/13/17,43.125,43.384998,43,43.067501,41.444485,95273600
12/14/17,43.099998,43.282501,42.912498,43.055,41.432457,81906000
12/15/17,43.407501,43.5425,43.115002,43.4925,41.85347,160677200
12/18/17,43.720001,44.299999,43.715,44.105,42.442883,117684400
12/19/17,43.7575,43.8475,43.522499,43.634998,41.990601,109745600
12/20/17,43.717499,43.855,43.3125,43.587502,41.944889,93902400
12/21/17,43.5425,44.005001,43.525002,43.752499,42.103676,83799600
12/22/17,43.669998,43.855,43.625,43.752499,42.103676,65397600
12/26/17,42.700001,42.8675,42.419998,42.642502,41.035507,132742000
12/27/17,42.525002,42.695,42.427502,42.650002,41.042721,85992800
12/28/17,42.75,42.962502,42.619999,42.77,41.158192,65920800
12/29/17,42.630001,42.647499,42.305,42.307499,40.713127,103999600
1/2/18,42.540001,43.075001,42.314999,43.064999,41.442081,102223600
1/3/18,43.1325,43.637501,42.990002,43.057499,41.434864,118071600
1/4/18,43.134998,43.3675,43.02,43.2575,41.627323,89738400
1/5/18,43.360001,43.842499,43.262501,43.75,42.101261,94640000
1/8/18,43.587502,43.9025,43.482498,43.587502,41.944889,82271200
1/9/18,43.637501,43.764999,43.352501,43.5825,41.940075,86336000
1/10/18,43.290001,43.575001,43.25,43.572498,41.930458,95839600
1/11/18,43.647499,43.872501,43.622501,43.82,42.168621,74670800
1/12/18,44.044998,44.34,43.912498,44.272499,42.604076,101672400
1/16/18,44.474998,44.8475,44.035,44.047501,42.387554,118263600
1/17/18,44.037498,44.8125,43.767502,44.775002,43.087643,137547200
1/18/18,44.842499,45.025002,44.5625,44.814999,43.126129,124773600
1/19/18,44.6525,44.895,44.352501,44.615002,42.933674,129700400
1/22/18,44.325001,44.445,44.150002,44.25,42.58242,108434400
1/23/18,44.325001,44.860001,44.205002,44.259998,42.592049,130756400
1/24/18,44.3125,44.325001,43.299999,43.555,41.913612,204420400
1/25/18,43.627499,43.737499,42.6325,42.7775,41.165417,166116000
1/26/18,43,43,42.514999,42.877499,41.261639,156572000
1/29/18,42.540001,42.540001,41.767502,41.990002,40.407593,202561600
1/30/18,41.3825,41.842499,41.174999,41.7425,40.169422,184192800
1/31/18,41.717499,42.110001,41.625,41.857498,40.280087,129915600
2/1/18,41.7925,42.154999,41.689999,41.945,40.364296,188923200
2/2/18,41.5,41.700001,40.025002,40.125,38.612873,346375200
2/5/18,39.775002,40.970001,39,39.122501,37.648155,290954000
2/6/18,38.7075,40.93,38.5,40.7575,39.221531,272975200
2/7/18,40.772499,40.849998,39.767502,39.884998,38.381927,206434400
2/8/18,40.072498,40.25,38.7575,38.787498,37.325779,217562000
2/9/18,39.267502,39.4725,37.560001,39.102501,37.782326,282690400
2/12/18,39.625,40.9725,39.377499,40.677502,39.30415,243278000
2/13/18,40.487499,41.1875,40.412498,41.084999,39.697895,130196800
2/14/18,40.759998,41.884998,40.720001,41.842499,40.429813,162579600
2/15/18,42.447498,43.272499,42.25,43.247501,41.78738,204588800
2/16/18,43.09,43.705002,42.942501,43.107498,41.652115,160704400
2/20/18,43.012501,43.564999,42.855,42.962502,41.512005,135722000
2/21/18,43.2075,43.529999,42.752499,42.767502,41.323593,149886400
2/22/18,42.950001,43.487499,42.927502,43.125,41.669022,123967600
2/23/18,43.4175,43.912498,43.384998,43.875,42.3937,135249600
2/26/18,44.087502,44.8475,44.052502,44.7425,43.231911,152648800
2/27/18,44.775002,45.119999,44.540001,44.5975,43.091808,155712400
2/28/18,44.814999,45.154999,44.512501,44.529999,43.026588,151128400
3/1/18,44.634998,44.945,43.165001,43.75,42.272915,195208000
3/2/18,43.200001,44.075001,43.112499,44.052502,42.565205,153816000
3/5/18,43.802502,44.435001,43.630001,44.205002,42.712555,113605600
3/6/18,44.477501,44.5625,44.032501,44.1675,42.676323,95154000
3/7/18,43.735001,43.962502,43.567501,43.7575,42.280163,126814000
3/8/18,43.869999,44.279999,43.767502,44.235001,42.741543,95096400
3/9/18,44.490002,45,44.3475,44.994999,43.47588,128740800
3/12/18,45.072498,45.5975,45.052502,45.43,43.896194,128828400
3/13/18,45.647499,45.875,44.810001,44.9925,43.473465,126774000
3/14/18,45.080002,45.130001,44.452499,44.610001,43.103882,117473600
3/15/18,44.625,45.060001,44.517502,44.662498,43.154606,90975200
3/16/18,44.662498,44.779999,44.404999,44.505001,43.00243,157618800
3/19/18,44.330002,44.3675,43.415001,43.825001,42.345394,133787200
3/20/18,43.810001,44.200001,43.735001,43.810001,42.330891,78597600
3/21/18,43.759998,43.772499,42.814999,42.817501,41.371902,148219600
3/22/18,42.5,43.169998,42.150002,42.212502,40.787323,165963200
3/23/18,42.0975,42.48,41.235001,41.235001,39.842827,164115200
3/26/18,42.017502,43.275002,41.610001,43.192501,41.734245,150164800
3/27/18,43.419998,43.787498,41.73,42.084999,40.664127,163690400
3/28/18,41.8125,42.505001,41.297501,41.619999,40.214836,166674000
3/29/18,41.952499,42.9375,41.724998,41.945,40.528866,153594000
4/2/18,41.66,42.235001,41.1175,41.669998,40.263142,150347200
4/3/18,41.91,42.1875,41.220001,42.0975,40.676208,121112000
4/4/18,41.220001,43.002499,41.192501,42.9025,41.454033,138422000
4/5/18,43.145,43.557499,43.02,43.200001,41.741486,107732800
4/6/18,42.7425,43.119999,42.049999,42.095001,40.673801,140021200
4/9/18,42.470001,43.272499,42.462502,42.512501,41.077202,116070800
4/10/18,43.25,43.5,42.8825,43.3125,41.850193,113634400
4/11/18,43.057499,43.48,42.924999,43.110001,41.654522,89726400
4/12/18,43.352501,43.75,43.259998,43.535,42.065174,91557200
4/13/18,43.695,43.959999,43.462502,43.682499,42.207695,100497200
4/16/18,43.7575,44.047501,43.7075,43.955002,42.471001,86313600
4/17/18,44.122501,44.735001,44.102501,44.560001,43.055573,106421600
4/18/18,44.452499,44.705002,44.220001,44.459999,42.95895,83018000
4/19/18,43.439999,43.8475,43.165001,43.200001,41.741486,139235200
4/20/18,42.650002,42.805,41.357498,41.43,40.031242,261964400
4/23/18,41.7075,41.73,41.022499,41.310001,39.915298,146062000
4/24/18,41.4175,41.5825,40.305,40.735001,39.359715,134768000
4/25/18,40.654999,41.355,40.602501,40.912498,39.531212,113528400
4/26/18,41.029999,41.432499,40.842499,41.055,39.668903,111852000
4/27/18,41,41.0825,40.157501,40.580002,39.209946,142623200
4/30/18,40.532501,41.814999,40.459999,41.314999,39.92012,169709600
5/1/18,41.602501,42.299999,41.317501,42.275002,40.847713,214277600
5/2/18,43.807499,44.4375,43.450001,44.142502,42.652172,266157600
5/3/18,43.970001,44.375,43.610001,44.2225,42.729462,136272800
5/4/18,44.5625,46.0625,44.5425,45.9575,44.405891,224805200
5/7/18,46.294998,46.9175,46.1875,46.290001,44.727165,169805600
5/8/18,46.247501,46.555,45.9175,46.512501,44.942154,113611200
5/9/18,46.637501,46.849998,46.305,46.84,45.258598,92844800
5/10/18,46.935001,47.592499,46.912498,47.509998,45.905975,111957200
5/11/18,47.372501,47.514999,46.862499,47.147499,45.73138,104848800
5/14/18,47.252499,47.3825,46.965,47.037498,45.624683,83115200
5/15/18,46.695,46.767502,46.275002,46.610001,45.210022,94780800
5/16/18,46.517502,47.115002,46.5,47.044998,45.631958,76732400
5/17/18,47,47.227501,46.59,46.747501,45.343395,69176000
5/18/18,46.797501,46.952499,46.532501,46.577499,45.178493,73190800
5/21/18,47,47.317501,46.727501,46.907501,45.498585,73603200
5/22/18,47.095001,47.220001,46.695,46.790001,45.384621,60962800
5/23/18,46.587502,47.125,46.439999,47.09,45.67561,80233600
5/24/18,47.192501,47.209999,46.552502,47.037498,45.624683,92936000
5/25/18,47.057499,47.412498,46.912498,47.145,45.728954,69844000
5/29/18,46.900002,47.1875,46.717499,46.974998,45.564064,90056400
5/30/18,46.93,47,46.695,46.875,45.467064,74762000
5/31/18,46.805,47.057499,46.535,46.717499,45.314293,109931200
6/1/18,46.997501,47.564999,46.9375,47.560001,46.131493,93770000
6/4/18,47.91,48.355,47.837502,47.9575,46.517048,105064800
6/5/18,48.267502,48.485001,48.09,48.327499,46.875935,86264000
6/6/18,48.407501,48.52,47.98,48.494999,47.038403,83734400
6/7/18,48.535,48.549999,48.084999,48.365002,46.912315,85388800
6/8/18,47.7925,48,47.442501,47.924999,46.485523,106627200
6/11/18,47.837502,47.9925,47.552502,47.807499,46.371559,73234000
6/12/18,47.8475,48.1525,47.787498,48.07,46.626167,67644400
6/13/18,48.105,48.220001,47.610001,47.674999,46.243034,86553600
6/14/18,47.887501,47.892502,47.555,47.700001,46.267288,86440400
6/15/18,47.5075,47.540001,47.064999,47.209999,45.792004,246876800
6/18/18,46.970001,47.305,46.799999,47.185001,45.76775,73939600
6/19/18,46.285,46.5825,45.862499,46.422501,45.028152,134314000
6/20/18,46.587502,46.799999,46.432499,46.625,45.224579,82514800
6/21/18,46.8125,47.087502,46.235001,46.365002,44.972385,102847600
6/22/18,46.529999,46.537498,46.174999,46.23,44.841438,108801600
6/25/18,45.849998,46.23,45.182499,45.5425,44.174587,126652400
6/26/18,45.747501,46.6325,45.634998,46.107498,44.722618,98276800
6/27/18,46.307499,46.82,46.0075,46.040001,44.657146,101141200
6/28/18,46.025002,46.552502,45.950001,46.375,44.982082,69460800
6/29/18,46.572498,46.797501,45.727501,46.2775,44.887512,90950800
7/2/18,45.955002,46.825001,45.855,46.794998,45.389462,70925200
7/3/18,46.947498,46.987499,45.884998,45.98,44.598942,55819200
7/5/18,46.314999,46.602501,46.07,46.349998,44.957829,66416800
7/6/18,46.355,47.107498,46.299999,46.9925,45.581036,69940800
7/9/18,47.375,47.669998,47.325001,47.645,46.213943,79026400
7/10/18,47.677502,47.82,47.544998,47.587502,46.158165,63756400
7/11/18,47.125,47.445,46.9025,46.970001,45.559212,75326000
7/12/18,47.3825,47.852501,47.327499,47.7575,46.323059,72164400
7/13/18,47.77,47.959999,47.724998,47.8325,46.395802,50055600
7/16/18,47.880001,48.162498,47.605,47.727501,46.293961,60172400
7/17/18,47.4375,47.967499,47.299999,47.862499,46.4249,62138000
7/18/18,47.945,47.950001,47.482498,47.599998,46.170292,65573600
7/19/18,47.422501,48.137501,47.422501,47.970001,46.529182,81147200
7/20/18,47.945,48.107498,47.5425,47.860001,46.422485,82704800
7/23/18,47.669998,47.990002,47.389999,47.9025,46.463703,63957600
7/24/18,48.112499,48.415001,48.012501,48.25,46.800766,74791600
7/25/18,48.264999,48.712502,48.107498,48.705002,47.242104,66839600
7/26/18,48.6525,48.990002,48.4025,48.552502,47.094181,76304000
7/27/18,48.747501,48.797501,47.525002,47.744999,46.310932,96096000
7/30/18,47.974998,48.049999,47.267502,47.477501,46.051472,84118000
7/31/18,47.575001,48.035,47.334999,47.572498,46.143612,157492000
8/1/18,49.782501,50.439999,49.327499,50.375,48.861935,271742800
8/2/18,50.145,52.095001,50.087502,51.8475,50.290207,249616000
8/3/18,51.7575,52.185001,51.369999,51.997501,50.435711,133789600
8/6/18,52,52.3125,51.767502,52.267502,50.697598,101701600
8/7/18,52.330002,52.375,51.689999,51.7775,50.222313,102349600
8/8/18,51.512501,51.952499,51.130001,51.8125,50.256268,90102000
8/9/18,52.3825,52.445,51.799999,52.220001,50.651527,93970400
8/10/18,51.84,52.275002,51.6675,51.8825,50.500645,98444800
8/13/18,52.327499,52.737499,51.924999,52.217499,50.826721,103563600
8/14/18,52.540001,52.639999,52.064999,52.4375,51.040874,82992000
8/15/18,52.305,52.685001,52.0825,52.560001,51.16011,115230400
8/16/18,52.9375,53.452499,52.8675,53.330002,51.909603,114001600
8/17/18,53.360001,54.487499,53.290001,54.395,52.946232,141708000
8/20/18,54.525002,54.794998,53.7775,53.865002,52.430347,121150800
8/21/18,54.200001,54.297501,53.5075,53.759998,52.328136,104639200
8/22/18,53.525002,54.09,53.459999,53.762501,52.330582,76072400
8/23/18,53.662498,54.262501,53.650002,53.872501,52.437649,75532800
8/24/18,54.150002,54.224998,53.7775,54.040001,52.600689,73905600
8/27/18,54.287498,54.685001,54.0825,54.485001,53.033836,82100400
8/28/18,54.752499,55.134998,54.73,54.924999,53.462116,91107200
8/29/18,55.037498,55.872501,54.852501,55.744999,54.260273,109019200
8/30/18,55.8125,57.064999,55.599998,56.2575,54.759121,195175200
8/31/18,56.627499,57.217499,56.5,56.907501,55.391811,173360400
9/4/18,57.102501,57.294998,56.657501,57.09,55.56945,109560400
9/5/18,57.247501,57.4175,56.275002,56.717499,55.206875,133332000
9/6/18,56.557499,56.837502,55.325001,55.775002,54.289478,137160000
9/7/18,55.462502,56.342499,55.177502,55.325001,53.851463,150479200
9/10/18,55.237499,55.462502,54.1175,54.5825,53.128742,158066000
9/11/18,54.502499,56.075001,54.139999,55.962502,54.471992,142996000
9/12/18,56.235001,56.25,54.959999,55.267502,53.795494,197114800
9/13/18,55.880001,57.087502,55.642502,56.602501,55.094944,166825600
9/14/18,56.4375,56.709999,55.630001,55.959999,54.469551,127997200
9/17/18,55.537498,55.737499,54.317501,54.470001,53.019238,148780400
9/18/18,54.447498,55.462502,54.279999,54.560001,53.106838,126286800
9/19/18,54.625,54.904999,53.825001,54.592499,53.138466,108495200
9/20/18,55.060001,55.57,54.787498,55.0075,53.542419,106435200
9/21/18,55.195,55.34,54.322498,54.415001,52.965706,384986800
9/24/18,54.205002,55.314999,54.157501,55.197498,53.72736,110773600
9/25/18,54.9375,55.705002,54.924999,55.547501,54.068035,98217600
9/26/18,55.25,55.9375,54.939999,55.105,53.637321,95938800
9/27/18,55.955002,56.610001,55.884998,56.237499,54.739658,120724800
9/28/18,56.197498,56.459999,56.005001,56.435001,54.931904,91717600
10/1/18,56.987499,57.355,56.587502,56.814999,55.301777,94403200
10/2/18,56.8125,57.5,56.657501,57.32,55.793324,99152800
10/3/18,57.512501,58.3675,57.445,58.017502,56.472256,114619200
10/4/18,57.695,58.087502,56.682499,56.997501,55.479424,128168000
10/5/18,56.990002,57.102501,55.145,56.072498,54.579044,134322000
10/8/18,55.552502,56.200001,55.049999,55.942501,54.452522,118655600
10/9/18,55.91,56.817501,55.5625,56.717499,55.206875,107564000
10/10/18,56.365002,56.587502,54.012501,54.09,52.649349,167962400
10/11/18,53.630001,54.875,53.080002,53.612499,52.184574,212497600
10/12/18,55.105,55.720001,54.209999,55.5275,54.048569,161351600
10/15/18,55.290001,55.4575,54.317501,54.34,52.892693,123164000
10/16/18,54.732498,55.747501,54.189999,55.537498,54.058296,116736000
10/17/18,55.575001,55.66,54.834999,55.297501,53.824699,91541600
10/18/18,54.465,54.935001,53.25,54.005001,52.566624,130325200
10/19/18,54.514999,55.314999,54.357498,54.827499,53.367214,132314800
10/22/18,54.947498,55.84,54.735001,55.162498,53.693295,115168400
10/23/18,53.9575,55.8125,53.674999,55.682499,54.19944,155071200
10/24/18,55.650002,56.057499,53.634998,53.772499,52.340309,163702000
10/25/18,54.427502,55.345001,54.1875,54.950001,53.486454,119423200
10/26/18,53.974998,55.047501,53.1675,54.075001,52.634758,189033600
10/29/18,54.797501,54.922501,51.522499,53.060001,51.646793,183742000
10/30/18,52.787498,53.794998,52.317501,53.325001,51.904736,146640000
10/31/18,54.220001,55.112499,54.154999,54.715,53.257713,153435600
